article_id,type,text,extract_id
f687fa29-3e46-418a-a9fd-a0aff69d928a,keyword,midsize banks,0a2ec53a-58b6-4500-92b4-e8c28e704ae8
a00b78c8-370a-40be-bf1f-eb304abfbcad,keyword,equipment repair costs,0a5783ac-1ca6-4c10-af1a-0fea2c75620b
1af8c83c-4eb0-439b-ac80-31a5b613244d,keyword,federal reserve,0a6a6386-40e7-40cd-ba9c-e71acaf18858
b5cf9e0a-6dc5-4de5-8d34-d96bb5f6ed6e,keyword,reporting thresholds,0a7fd769-7507-4642-be74-30b5d30ac6fe
5b078166-f003-4b1e-8398-0e5ef174b923,keyword,aba foundation,0ab212c4-9edd-4342-ba84-9223d1cad49e
b0a873ea-6fb1-4f0f-a8a0-295c250d9896,keyword,fraud reporting,0abebef7-f180-44cf-a594-f328d5519664
c5f167c5-2ac7-43a1-b420-3abf6f3157b8,keyword,shoplifting rings,0ad2b32d-7dc5-4746-8c09-476fc855c934
3e1cfcf6-9203-4b68-809b-a543c7721346,keyword,cloud modernization,0ae8d467-445b-4845-8e7e-dacda6d8f017
6c15d87f-b669-4872-bf0a-afb55937d125,keyword,elder fraud,0b253841-2e59-4eae-a421-e064f3af2d9b
0daa37b6-8f58-4406-b6bd-5e0161a92516,keyword,seniors,0b8980e4-4cf5-4912-b362-1089e9efba3d
d5058242-44c6-4560-8983-1f14720018c1,keyword,illegal call spoofing,0b9ba5d6-e7ff-41b2-80e5-7d8226864a7d
45622da8-f82c-4b90-83f3-47734d2b624f,keyword,anti-fraud controls,0ba3faac-fbb0-48ee-90aa-addd4fefa1a4
4a6359df-85f0-4b44-a2c6-dc7b25af00fe,summary,"The 2024 NICE Actimize Fraud Insights report explores industry-wide fraud trends, highlighting poses risk financial institution customers. Unlock critical insights comprehensive analysis, developed data scientists fraud experts using NICE Actimizes collective intelligence.",0bd7a8d7-da82-47e8-baac-47b76cf9d7a8
5d43c79e-303b-4cc0-a870-970bd919a6b4,keyword,for-profit lenders,0bd86902-0af3-4b8c-9ec8-43c65bba293b
8ac8360c-fa1c-4ea7-842c-7f3db4a30fe3,summary,"The banking agencies today advanced proposed interagency rulemaking expand eligibility criteria community bank leverage ratio, CBLR, also extending grace period banks elect use it. Todays action one many promote long-term viability community bank model continuing ensure banks maintain adequate levels capital operate safe sound manner.",0c4c51b0-c30b-4c1d-bfa6-75cf0c6beba3
08be2bb8-2da1-439e-8d73-d54a52f8ddc6,keyword,congress oversight,0c4c6499-2cf6-45d5-b032-82c4b6fd8805
47e731ac-7f5f-4d7c-bcef-750228cc3173,keyword,fraud attribution,0c78c28c-f9bc-48bc-adcb-cf4706a33be9
56645129-4d3f-4b45-9db3-518085a53c3e,keyword,social engineering,0c82ef71-1271-4114-bba0-690cc19dce6f
1af8c83c-4eb0-439b-ac80-31a5b613244d,keyword,scam tactics,0cb12b49-fecc-4d4e-8e37-2b42be985f4a
e3711b20-be2f-4b59-9119-2b570b76a183,keyword,consumer education,0cc9d348-0431-4740-81fc-aa0d62527106
214c3121-1f28-4919-9a3f-6a7dd11be3f5,keyword,consumer education,0cfe1f6e-9a80-4c54-afca-a520a048d39d
45622da8-f82c-4b90-83f3-47734d2b624f,keyword,cyber-enabled scams,0d1896f1-264a-40e6-b225-83043e36c701
17bf0a8d-21d5-4115-9644-3fc299ff7f69,keyword,check fraud,0d6677e2-f34f-487d-8d9d-d3573b6329bb
6c15d87f-b669-4872-bf0a-afb55937d125,keyword,fraud,0d7fd521-6a38-4109-bc52-ad06d9fc3deb
08be2bb8-2da1-439e-8d73-d54a52f8ddc6,keyword,unrelated business income tax,0df5e3d7-a7a5-4c8a-9b25-deece135d360
1af8c83c-4eb0-439b-ac80-31a5b613244d,keyword,financial institutions,0e29b6da-9834-4502-a71f-d28080cc63a4
db319a41-b519-4c24-87e4-a30f75a94a16,keyword,aspen institute,0e86a35c-3986-4e4f-91fd-80e6dc874dca
6f20ee1e-fc94-479c-90c0-36954002409a,keyword,deepfake scams,0e8adfd5-b3a9-406e-b615-a7b630b14ee7
2633b10b-460a-431e-b17e-47e99df629be,keyword,compliance date,0e957d40-4442-4cb9-ac95-93d9ce26be67
5ac083f6-1cf7-4616-89d4-ad40d695546e,keyword,aba fraudcast,0f075749-4f27-4e32-8968-35ae5737dacd
ee3db751-b8f2-4838-8283-05af72a45a61,keyword,scams,0f1b8379-18f8-4e7a-a58e-4e440c357100
c5f167c5-2ac7-43a1-b420-3abf6f3157b8,keyword,public-private partnerships,0f1c3670-0b6e-4e92-8035-faa5ae3c0f1d
1afadf49-dde2-4903-b1a6-087fe90e6df8,keyword,2026 cll,0f7e516f-acb9-44f8-9a8c-1da961600989
e24060c5-7b26-4b7c-b34c-4f5a8bf769ab,keyword,first american bank and trust,0f84894b-04bb-4d8f-ab55-a69b91213d0b
f8ef297f-060e-4365-8d9b-264ba862c619,keyword,fraud,0f8d8188-eb44-4c68-8477-01daa21af6af
4f66b755-1b07-451c-b18d-6c4ab481da75,keyword,voice service providers,0faa4260-d934-4c24-b087-2106755c6392
5b078166-f003-4b1e-8398-0e5ef174b923,keyword,phishing,0fae97c9-09bd-4a95-8b7f-148d6fef3d77
1af8c83c-4eb0-439b-ac80-31a5b613244d,keyword,fraud detection,0fc301c6-af7f-4ac6-9f8f-f762e7cc5ff9
05d418d8-3b07-4da4-95c9-c9c6007f8154,keyword,centralized verification platform,0fd9c097-54e7-4a79-96ba-2fc04515b7c0
f8ef297f-060e-4365-8d9b-264ba862c619,summary,Fraud risk manage within financial institutions; quickly becoming one critical tests trust banks credit unions clients. Abrigo recently conducted second annual fraud survey understand fraud affects U.S. consumers small businesses expect financial institutions.,0fe3a3a7-9e97-49a6-97ab-dba2eaa5296f
c5f167c5-2ac7-43a1-b420-3abf6f3157b8,keyword,return fraud,100e945a-6b44-46d1-8f0a-823970a0edc4
abeb74af-85b6-4241-88ac-d7626dbe9e31,keyword,visa intelligent commerce,107b387e-4656-41af-b562-3c1f04615c6a
0260698b-07fd-4346-a307-f446fa5431b0,keyword,consumer trust,10cef47a-0aa1-4711-a1e5-4390c95199e4
aa2fe39b-1c92-4de2-bff6-66a9c492c80b,keyword,money laundering risk system,10ea5eae-ef2b-4a8c-999e-d6ca50f874bc
4d5e02aa-1e21-445d-ad8a-ab2c1f9b7880,keyword,public comment,10f02f11-c02c-4508-9bb9-0d772997c6e6
e24060c5-7b26-4b7c-b34c-4f5a8bf769ab,keyword,paul benda,10fd825b-d134-4e39-95ca-6912c72b225e
e24060c5-7b26-4b7c-b34c-4f5a8bf769ab,keyword,payment fraud,11093e0b-b71a-44f5-9ee1-dccbb483100d
e8345ee5-bd15-4ab4-a554-f571f8312851,keyword,sayee srinivasan,111148a2-c67f-4d73-a60a-a397afdcbcf7
a7157774-b8e8-4c47-9bbe-5534b05d313f,keyword,law enforcement collaboration,1171d09f-a374-4676-aa58-874a627bd8a2
5d43c79e-303b-4cc0-a870-970bd919a6b4,keyword,national origin,11d24bb3-7ade-414b-8c16-203da2149266
347242d3-6e22-4375-8360-8d8de561cd58,keyword,internet,11edfc7f-02f0-4788-86f3-0cab5474c0c5
56645129-4d3f-4b45-9db3-518085a53c3e,keyword,bank fraud,11f5b02a-0512-4952-b36a-bfd430b6e6f9
00f203d8-2f61-420c-9455-b8ae6aa797d7,keyword,fraud reporting tool,120b3898-4083-47c2-9324-b704ed0c2ca0
1afadf49-dde2-4903-b1a6-087fe90e6df8,keyword,hawaii,1229c62f-35db-416b-9801-c14307a9af93
56645129-4d3f-4b45-9db3-518085a53c3e,summary,"By Walt WilliamsLike many banks, Nebraska-based Security National Bank customer service line takes complaints questions, line often forefront banks efforts protect customers fraud scams. Lindsay Lindmier, VP director financial crimes Security National, works banks compliance officer monitor complaint line potential fraud. Frontline staff often first line defense banks, communications barriers general lack awareness warning signs mean consumer complaints suggesting fraud may reach people monitor things. In fact, bank rewards tellers identify fraud recognizing name reports banks board directors. Having defined complaint program really important front line ensure right process followed quickly possible, Gliha said. Gliha suggests creating resources videos checklists staff easily access reference quickly identify respond fraud. But given busy frontline staff are, says in-person approach may work best, advises weekly meetings short huddles staff look for. It kind connection I think needed because, otherwise, human nature fall back daily routines, says. Make real sensitive get little calloused time: Well, everybodys fallen victim.",12313463-ee73-45df-af17-ceca27d6d413
b0a873ea-6fb1-4f0f-a8a0-295c250d9896,keyword,scam prevention campaigns,12510215-c48f-48b8-a2a2-e71d2c52df79
b0a873ea-6fb1-4f0f-a8a0-295c250d9896,summary,"Assisting bank customers victims scams fact difficult enough banks. Please subscribe!ABA offers resourcesto help banks prevent, identify, measure report fraud, serve protect consumers financial data.",125fac83-aa46-496a-b5c4-fda1aebe7ab7
db46995a-a121-45b7-8a3d-d12e8e80168d,keyword,financial institutions,12640d0a-c762-4b8d-b478-d0f5f1c30ec3
95f5f17b-f5b9-49db-a410-a73e846898a3,keyword,ai adoption,127cc2e7-260f-45c6-a640-af40c7b72075
f687fa29-3e46-418a-a9fd-a0aff69d928a,keyword,enhanced prudential standards,129f82ca-362d-4c3f-bf92-a3acb6809d00
a7157774-b8e8-4c47-9bbe-5534b05d313f,keyword,information sharing,12a0efb9-b7a8-4819-8ace-a3a7e5036392
ed80cfc1-737e-4337-9c4c-8ce7ee6981e7,keyword,bank culture,12a98cf7-c7be-4cd1-ab10-fea7c6e6559c
4024661e-a83a-4fcf-b312-401df444f880,keyword,nonbank competition,12ae161b-1249-4af5-9d48-cb8294039900
0daa37b6-8f58-4406-b6bd-5e0161a92516,keyword,fraud prevention,12b55799-d4d2-4704-87b6-a20925b689bb
e3711b20-be2f-4b59-9119-2b570b76a183,keyword,mobile banking,12c2aef2-78c0-4d14-a80d-fb97f1a6962f
abeb74af-85b6-4241-88ac-d7626dbe9e31,summary,"What used clean handoff bank merchant high-sensitivity, high-stakes moment frontline test trust customers financial institutions powering transaction. As digital payments expand broader financial services, embedded finance, real-time networks AI reshaping expectations. Fixing friction rootPersistent design infrastructure flaws increasingly undermine expectation seamlessness checkout. Using real-time rails intelligent layersReal-time payments core enabler agentic commerce. Unlike traditional rails, RTPs carry metadata confirmation signals, allowing immediate downstream updates. Metadata-rich messages (e.g., invoice data, account selection hints).Support innovations including request pay pull notifications. An AI agent managing bill payments use RTP guarantee timing, route around low liquidity avoid duplicating transaction. Creating intelligent checkout systemsAgentic systems cannot operate effectively yesterdays data hardcoded logic. That starts real-time observability static dashboards, telemetry AI agents act instantly. As AI agents begin manage financial flows behalf users, definition seamless experience shifts. And future AI, payments identity collide, banks lead rails everyone else relies on.",12c9eca8-4f74-4f2c-a689-7b732c45aebb
a00b78c8-370a-40be-bf1f-eb304abfbcad,keyword,disease identification,12ed46ac-23b1-40f0-ae29-0b8672d6d7fc
8d048644-4c1d-4e91-8f64-d92ea8c8bc48,keyword,australia,13147d90-1b47-4dc7-838a-9cb6924d8eae
0daa37b6-8f58-4406-b6bd-5e0161a92516,keyword,resources,132465c1-e6de-44ec-b1ed-359e7df5d4e8
23c2e147-b027-455d-9727-51ac79584d63,keyword,regional banks,132a3613-a404-451c-b7e9-d45d7de210cc
d5058242-44c6-4560-8983-1f14720018c1,keyword,telephone consumer protection act,13932ab6-cbf5-4d9c-a62f-1f83d85767f5
db319a41-b519-4c24-87e4-a30f75a94a16,keyword,cybersecurity,13b20e71-3756-4220-b946-fc1fc3eb337b
b0a873ea-6fb1-4f0f-a8a0-295c250d9896,keyword,financial scams,14134372-c750-4a51-b131-b1016c506a43
e3711b20-be2f-4b59-9119-2b570b76a183,keyword,collusive accountholders,14515386-05b6-4b16-8356-c85e1e2173f7
ec247c74-a711-4d9a-9b6d-ec009cd257aa,keyword,strategic partnerships,1526d872-513d-4c54-bfb1-0942877c48d8
6f20ee1e-fc94-479c-90c0-36954002409a,keyword,consumer education,15bfd216-b006-4f72-b827-923f6c8ffabe
80f9af1b-23f6-47c9-b488-830163630357,keyword,scams,15c8a5fc-2dac-4f57-931c-66ce0a095667
347242d3-6e22-4375-8360-8d8de561cd58,keyword,encrypted platforms,1612495d-32e3-4ae1-8de3-2e03390203c7
4d5e02aa-1e21-445d-ad8a-ab2c1f9b7880,keyword,american bankers association,162dc5d7-708f-4bb4-9964-b67decfbc970
227b2ecb-6e1d-4bca-9a1e-e6873bec78d1,keyword,tier 1 capital requirements,165b4e07-98d2-45db-b6dd-a5ad1904a13f
dd316280-bcc5-4d12-8ac9-24ed1e34ee31,keyword,suspected fraud,16c4b4f5-8064-44e5-8ed7-ef9011ec86e0
4a6359df-85f0-4b44-a2c6-dc7b25af00fe,keyword,fraud trends,16e6970c-5c1b-481d-a124-ba4ead9e03c5
f8ef297f-060e-4365-8d9b-264ba862c619,keyword,u.s. consumers,16fb3b61-387f-43b4-b44a-8108cfff2e1b
3e1cfcf6-9203-4b68-809b-a543c7721346,keyword,customer service chatbots,170b7067-6ddc-494b-b851-3dbd5d164239
62000238-e57b-49ea-995b-68c27785d2ff,keyword,branch strategy,1713b18f-03b9-4fea-b87b-0ee45e4d9055
5451ae1c-fda3-4bc9-9bf7-a8e68fd48379,keyword,access to banking services,173ce2da-2193-41f6-8285-eb58c7528d8b
3e1cfcf6-9203-4b68-809b-a543c7721346,keyword,model risk management,177b5cde-0cda-44fc-b9e4-f29355ba5951
e8345ee5-bd15-4ab4-a554-f571f8312851,keyword,deposit insurance,17b2b75e-69a8-4199-a1f4-c7e170e13fbb
467830e6-b416-4627-9d20-580f2bf8b3d9,keyword,housing development,17b60f63-4ef3-4cc5-8d65-249e35c57dee
f687fa29-3e46-418a-a9fd-a0aff69d928a,keyword,category ii,1804b7df-bda9-4a10-ad6e-d26401c18b53
68958063-4dd6-4f4f-b392-66c1e228d16d,keyword,consumer protection,181db245-274f-4d40-a2bb-9524ee216bdd
3e1cfcf6-9203-4b68-809b-a543c7721346,keyword,data quality,181de59a-350a-49b7-b6d1-fab4bba01941
c5f167c5-2ac7-43a1-b420-3abf6f3157b8,keyword,combating organized retail crime act of 2025,1842e669-a275-422e-84df-860225690deb
cd215a97-49a3-41fa-bc76-b2e5583add4c,keyword,unsecured personal loans,1844545b-7ab5-470b-9f8c-a6722e6a641c
56645129-4d3f-4b45-9db3-518085a53c3e,keyword,huddles,1844bb48-1a60-41be-89d0-5cdd583cf5a2
dd316280-bcc5-4d12-8ac9-24ed1e34ee31,keyword,delayed transactions,187574a0-0813-4a4b-b38d-4da86b1a60ce
00f203d8-2f61-420c-9455-b8ae6aa797d7,keyword,financial crimes enforcement conference,18dc3309-1af1-406c-a796-116ba4c4429c
c5f167c5-2ac7-43a1-b420-3abf6f3157b8,keyword,transnational organized crime,18de5c4b-b729-4926-b851-b36e78d07044
e2c1a419-f45c-4fbe-99bf-ed4e43d8eb0d,keyword,podcast,18df3657-1b09-4ddf-8cce-6054bf84283e
52aca3b8-a7df-40c5-b37f-fab7313209eb,keyword,data requests,1919e3fa-42ec-4d59-af88-5fb58bf2eb54
e24060c5-7b26-4b7c-b34c-4f5a8bf769ab,keyword,financial crimes,1924ae24-ba3e-48a1-9db8-af5edefe3cbe
778422c8-9d96-4446-9e10-5e19d878c0a8,keyword,erie canal,195bcb46-448f-4e95-8de3-e9966f39602f
a00b78c8-370a-40be-bf1f-eb304abfbcad,keyword,missouri bankers association,1967f81e-7476-48f0-8b36-07ac8b9df646
b0a873ea-6fb1-4f0f-a8a0-295c250d9896,keyword,fraud prevention,1968ae3f-7724-4255-a0a9-f18dc0e8cadd
4a6359df-85f0-4b44-a2c6-dc7b25af00fe,keyword,established accounts,1973219c-a5ad-4a4c-8668-3b665a85a75d
c5f167c5-2ac7-43a1-b420-3abf6f3157b8,keyword,structured deposits,1985f7de-28cc-4ebe-b5cc-d5ef04ef6696
47e731ac-7f5f-4d7c-bcef-750228cc3173,keyword,bank fraud,19a1f90c-2266-442e-927c-7fde845d2f07
95f5f17b-f5b9-49db-a410-a73e846898a3,keyword,genius act,1a0e12f1-97c4-4e8b-aa31-780916699dfd
0260698b-07fd-4346-a307-f446fa5431b0,keyword,tcpa,1a368133-2747-4c05-ae28-14f25ff90691
29b71b02-5d9b-4b17-80e2-745bb6e367ef,keyword,webster bank,1a3df213-993a-4789-a25f-f2efe56f64e2
8d048644-4c1d-4e91-8f64-d92ea8c8bc48,summary,"Australia, like U.S., struggled rein financial fraud recent years. Australian banks studied scams seeing learned time received payment instruction customer, customer already fallen scam. While theres banks certainly need harden systems, dont agency upstream downstream components scam chain actually operates, clear us best way protect customer preventing scam reaching first place.",1a8274ce-9fe2-4015-9643-f2df18fed59d
4a6359df-85f0-4b44-a2c6-dc7b25af00fe,keyword,nice actimize,1b0d8087-da1b-4000-9a5b-8b475a0419fa
ed07fd8f-4d8e-4b5e-8579-bc9f44bad3a1,keyword,auto loan disbursements,1b593bee-5eae-48b3-a8df-d1aeb26f9cf8
e3711b20-be2f-4b59-9119-2b570b76a183,keyword,ach payments,1b74cfc1-8363-427e-aea4-cfad90507b46
5451ae1c-fda3-4bc9-9bf7-a8e68fd48379,keyword,financial well‑being,1b8268b1-3320-4538-af6b-1c5042837843
4a6359df-85f0-4b44-a2c6-dc7b25af00fe,summary,"The 2024 NICE Actimize Fraud Insights report explores industry-wide fraud trends, highlighting poses risk financial institution customers. Unlock critical insights comprehensive analysis, developed data scientists fraud experts using NICE Actimizes collective intelligence.",1b8b4561-b414-4980-afa4-bd94e1ac548d
db46995a-a121-45b7-8a3d-d12e8e80168d,keyword,customer support,1bad75e7-2b55-4d3a-bf5a-7ec45541ef9d
05d418d8-3b07-4da4-95c9-c9c6007f8154,keyword,check washing,1bd3e347-30e4-460e-8130-43f61508a07f
abeb74af-85b6-4241-88ac-d7626dbe9e31,keyword,rtp,1be86e56-daac-4a74-9fc0-06183cba2978
ed07fd8f-4d8e-4b5e-8579-bc9f44bad3a1,keyword,earned wage access,1beb69e3-3ee7-49f1-8f9a-1a11984216f8
5451ae1c-fda3-4bc9-9bf7-a8e68fd48379,keyword,consumer confidence in banks,1c1eb0b3-e9b8-4831-8134-713de13b3b78
abeb74af-85b6-4241-88ac-d7626dbe9e31,keyword,regulatory compliance,1c386425-b1fc-4474-9997-e63b42a21029
5d43c79e-303b-4cc0-a870-970bd919a6b4,keyword,disparate-impact liability,1c79bd57-911a-4879-9b21-544194deed7b
11193969-3b7e-4209-8238-e65830f7486b,keyword,freddie mac,1c9d9500-ac1c-4ba0-8f86-f4ef84ef43e4
ed07fd8f-4d8e-4b5e-8579-bc9f44bad3a1,keyword,real estate escrow payments,1d49c343-daba-468f-8ccf-007e2b4919a1
abeb74af-85b6-4241-88ac-d7626dbe9e31,keyword,policy engines,1d9fa5fa-2479-4267-933e-bde918f3f924
56645129-4d3f-4b45-9db3-518085a53c3e,keyword,call monitoring,1e278341-d939-4f03-8051-cd807f2efec6
446e0338-ae61-4d2f-895c-eda657bbef40,keyword,podcast,1e48a8ce-fbe1-49d6-bd5a-f333f6964735
ed07fd8f-4d8e-4b5e-8579-bc9f44bad3a1,keyword,federal agency disbursements,1eaefb52-cc21-4aab-adfd-510948352c89
8d048644-4c1d-4e91-8f64-d92ea8c8bc48,keyword,australian bankers association,1f34cfe5-5436-42dd-8d47-d8e3b1624da1
446e0338-ae61-4d2f-895c-eda657bbef40,keyword,transaction delays,1f7caeac-8ba9-4a52-a5cc-15bd27f8137a
8e43ce16-d4d1-4d26-a4ca-88ae5ebbab41,keyword,boston,1fd4c121-6f6a-4704-b36a-238ccf9c893c
1d57d511-fe4c-479f-8547-c8143027545c,keyword,cash acceptance,20010ce1-5bc5-41d7-83fa-a964c000137d
463b06bf-1141-4884-ab61-6c1b32d733c5,keyword,crypto assets,204249ce-ef72-4a2e-a01f-f3893c8dd67c
5451ae1c-fda3-4bc9-9bf7-a8e68fd48379,keyword,morning consult,2067b616-51ef-4689-84f6-cf85f5179b23
0260698b-07fd-4346-a307-f446fa5431b0,keyword,fraud protection,2072d529-1f50-4cbe-b5f6-4ba54fde961d
7b8f6f42-7225-4f5d-a690-945575d5dfbb,keyword,workforce housing exclusion,20a4907f-5525-4043-8cad-d63562e23cb7
5451ae1c-fda3-4bc9-9bf7-a8e68fd48379,keyword,acre act,20ab41a9-d86c-4ff2-8314-7c84799402d8
e3711b20-be2f-4b59-9119-2b570b76a183,keyword,money mules,20dfa4c0-607b-4bfe-9a99-7832f7010538
17bf0a8d-21d5-4115-9644-3fc299ff7f69,keyword,money mules,20fe0aab-9f74-49ee-85b1-35dc45fa1b0c
4a6359df-85f0-4b44-a2c6-dc7b25af00fe,keyword,uk regulation,21481c0c-fc16-4d1f-842f-27393a107aa0
4a6359df-85f0-4b44-a2c6-dc7b25af00fe,keyword,investment scams,218aa956-c722-486a-bed1-9fa0289c5c8a
b5cf9e0a-6dc5-4de5-8d34-d96bb5f6ed6e,keyword,financial reporting threshold modernization act (h.r.1799),21b0c032-8442-4852-a27a-7d8920ee7da6
5b078166-f003-4b1e-8398-0e5ef174b923,keyword,irreversible payments,21d0e2f0-46a1-4f74-92b9-45e2d14e7ba1
e3711b20-be2f-4b59-9119-2b570b76a183,keyword,check fraud,220ba517-7687-4e7a-bc51-32b6cb59b2e2
a7157774-b8e8-4c47-9bbe-5534b05d313f,keyword,fraud,220bcc04-22b3-4dac-aa3c-7848a2b67726
80f9af1b-23f6-47c9-b488-830163630357,keyword,financial crimes enforcement conference,22552f19-fe4b-42ca-9db7-04595d89dee1
e24060c5-7b26-4b7c-b34c-4f5a8bf769ab,keyword,podcast,2262e461-8bac-4d2c-84f0-af3192546374
8d048644-4c1d-4e91-8f64-d92ea8c8bc48,keyword,telecommunications,2275879b-6eb7-4534-9632-2958da815817
cd215a97-49a3-41fa-bc76-b2e5583add4c,keyword,potential losses,22a9f8d3-9532-4156-833d-1809b363dc10
0761cfba-7dac-4691-bfc8-b216c9182f95,keyword,farmers & merchants union bank,22ecec94-6c0d-496a-9668-45ddf37db89b
5d43c79e-303b-4cc0-a870-970bd919a6b4,keyword,race,2307a638-b60d-4770-9c0f-d2c1f7bb0a31
ed80cfc1-737e-4337-9c4c-8ce7ee6981e7,keyword,compliance,23188c33-bcef-4974-9395-6bfd5e018190
3e1cfcf6-9203-4b68-809b-a543c7721346,keyword,data platform,2331b3d0-300d-4adb-b490-45249a081ba6
ec247c74-a711-4d9a-9b6d-ec009cd257aa,keyword,recordkeeping,2353bf3e-fcdf-4520-89bb-56b30223d062
e3711b20-be2f-4b59-9119-2b570b76a183,keyword,fraud prevention,23ff88b6-8672-45eb-9abc-1d691be4a33e
